Unnamed: 0,ID,Date,<HIGH>,<LOW>,<OPEN>,<CLOSE>,<VOL>,Adj Close,emv,emv_ema_14,acc_dist,acc_dist_ema21,obv,obv_ema21,pvt,pvt_ema21,atr,bol_bands_middle,bol_bands_upper,bol_bands_lower,google news,Wikki hits,Sector
38436,HDFC,2012-02-22 00:00:00,157.75,142.3999938965,155.75,143.8500061035,1863666,137.5656433105,-2573.8930191078,-51.1390641015,-1511569.92504011,5537.5541714498,6407316528,6400337307.40234,286684821.004837,286644247.88912,6.9116245979,141.3032848378,153.3118717529,129.2946979227,15,,Bank
38437,HDFC,2012-02-23 00:00:00,145.3999938965,140.5,142,144.0500030518,1533912,137.7568817139,-2276.0403799208,-199.4658184895,688699.862857569,36590.3863844553,6408850440,6400724267.97496,286686953.627054,286646189.059026,6.7775158845,141.4340809433,153.0692814884,129.7988803981,15,,Bank
38438,HDFC,2012-02-24 00:00:00,146.5,141,145.0500030518,142.6999969482,527338,136.4658660889,834.3826511019,-130.5425871834,-201347.821566495,25775.0132957757,6408323102,6401069669.52155,286682011.527064,286647817.353027,6.6923481588,141.4943626578,152.4560398939,130.5326854217,15,,Bank
38439,HDFC,2012-02-27 00:00:00,145.1499938965,137.25,144.3999938965,143.6499938965,947560,137.3743743896,-2125.9876466823,-263.5722578166,587726.810601583,51318.2768096761,6409270662,6401442441.90693,286688319.719969,286649658.369707,6.7728578747,141.5970117644,152.413181372,130.7808421568,8,,Bank
38440,HDFC,2012-02-28 00:00:00,149.4499969482,144.1000061035,144.8000030518,148.1000061035,629276,141.6299591064,4739.768154143,69.9837696473,311699.068202625,63153.7673275374,6409899938,6401826873.54753,286707813.53132,286652301.786144,6.7080008865,141.9066781615,152.1063155814,131.7070407415,16,,Bank
38441,HDFC,2012-02-29 00:00:00,152,145.25,149.75,148.6499938965,627017,142.1558990479,1991.5711536238,198.0895952458,4643.4364420573,60494.2068327429,6410526955,6402222331.79537,286710142.036936,286654930.888452,6.7108008274,142.2277884346,152.2666902085,132.1888866607,15,,Bank
38442,HDFC,2012-03-01 00:00:00,152,144,148,146.8500061035,370864,140.4345703125,-1348.2031148885,95.0034145701,-106622.834106445,52897.9776991434,6410156091,6402582957.21376,286705651.282141,286657236.360893,6.7967474389,142.4478940379,152.4606659825,132.4351220932,16,,Bank
38443,HDFC,2012-03-02 00:00:00,150,144,147.5,147.3500061035,497666,140.9127349854,-1205.6278709014,8.2946622054,58062.0458374023,53132.7080690643,6410653757,6402949811.7495,286707345.752619,286659514.060517,6.743630943,142.6813279458,152.5800690938,132.7825867977,15,,Bank
38444,HDFC,2012-03-05 00:00:00,147.0500030518,142.3999938965,147,143.1999969482,264293,136.9440155029,-4002.6704920667,-259.1030147461,-173353.305260498,42837.8892813569,6410389464,6403287977.76088,286699902.126394,286661349.881693,6.6240563606,142.7060264697,152.0847365985,133.3273163409,16,,Bank
38445,HDFC,2012-03-06 00:00:00,147,140.6499938965,144.6499938965,143.5500030518,502716,137.2787475586,-1136.8277879567,-317.6179996268,-43541.3224527458,38911.5614752613,6410892180,6403633623.31721,286701130.853154,286663158.107668,6.6057863434,142.7462158307,151.4562713989,134.0361602626,15,,Bank
38446,HDFC,2012-03-07 00:00:00,146.6499938965,141.0500030518,141.0500030518,145.25,389292,138.9044647217,35.9648582622,-294.0458091009,194646.530369127,45990.4236977097,6411281472,6403981252.80279,286705741.060036,286665093.696412,6.5387333102,142.8654436483,151.1295347413,134.6013525553,10,,Bank
38447,HDFC,2012-03-09 00:00:00,148.5,129.75,146.3000030518,135,5833743,129.1022644043,-1518.6428574205,-375.6856123222,-2566846.92,-72774.9101067316,6405447729,6404047910.81175,286294065.564339,286648228.781318,7.3528177562,142.4908987127,151.1016719289,133.8801254965,19,,Bank
38448,HDFC,2012-03-12 00:00:00,137.3000030518,128.3999938965,135,129.8999938965,5786647,124.2250518799,-965.111074335,-414.980643123,-3836093.83796039,-243834.861372807,6399661082,6403848509.50213,286075458.638273,286622193.774816,7.4559638494,141.8913318167,151.7623680731,132.0202955603,17,,Bank
38449,HDFC,2012-03-13 00:00:00,133.9499969482,125,125,131.1000061035,5344550,125.3726425171,-565.1783536559,-424.9938238252,1940768.15353243,-144534.72433166,6405005632,6403901105.9793,286124831.429208,286599586.39547,7.555566056,141.3774591637,152.9916732589,129.7632450685,17,,Bank
38450,HDFC,2012-03-14 00:00:00,137.25,132.0500030518,132.0500030518,135.75,2528804,129.8194732666,1064.1394143747,-325.7182746119,1069877.75917509,-89334.1568995348,6407534436,6404066257.34388,286214525.728353,286582083.637874,7.4618612454,141.1094849178,153.809042421,128.4099274146,24,,Bank
38451,HDFC,2012-03-15 00:00:00,136,130.3999938965,136,132.0500030518,1691856,126.2811584473,-479.9483221321,-336.0002777799,-694864.983275312,-116858.285371161,6405842580,6404146999.2828,286168412.564178,286563280.407252,7.3377375693,140.6780810194,153.9233697451,127.4327922937,22,,Bank
38452,HDFC,2012-03-16 00:00:00,135.75,130.25,132.75,133.1499938965,1024696,127.3330688477,-107.3472732725,-320.7567441461,55890.234818892,-109006.079907976,6406867276,6404270648.22449,286176948.392974,286545719.861148,7.2152217313,140.3196006802,154.281362192,126.3578391684,21,,Bank
38453,HDFC,2012-03-19 00:00:00,133.8500061035,130.8500061035,133.4499969482,131.8500061035,886890,126.089881897,-219.8673668046,-314.0307856567,-295630,-117488.985366705,6405980386,6404348363.57792,286168289.390146,286528563.930648,6.9342069492,139.9162866527,154.1550912806,125.6774820249,12,,Bank
38454,HDFC,2012-03-20 00:00:00,133.3000030518,129.4499969482,131.8500061035,132.3500061035,1991819,126.5680389404,-188.4598675633,-305.6593911171,1008848.1056303,-66291.8448668412,6407972205,6404513083.64256,286175842.742091,286512531.14935,6.7285935595,139.555987579,154.0097161509,125.102259007,28,,Bank
38455,HDFC,2012-03-21 00:00:00,132.6000061035,130.25,131.3999938965,131.1499938965,1329184,125.4204559326,8.8405726239,-284.6927268677,-311095.165664567,-77419.2685394651,6406643021,6404609898.97699,286163791.083973,286496679.328196,6.4366877291,139.1557021655,153.2682939664,125.0431103647,21,,Bank
38456,HDFC,2012-03-22 00:00:00,133.1999969482,124.8000030518,132.8500061035,125.9000015259,2489358,120.3998260498,-818.2837034176,-320.2654586377,-1837383.71637886,-157417.652532165,6404153663,6404589160.97803,286064140.980154,286477018.494195,6.5675748069,138.5244783255,151.8949870552,125.1539695959,21,,Bank
38457,HDFC,2012-03-23 00:00:00,127.9499969482,120.75,125.0999984741,123.4499969482,4212337,118.0568466187,-794.8081265969,-351.9016365016,-1053086.48177738,-198129.872043311,6399941326,6404377895.75176,285982169.218379,286454525.345294,6.609736283,137.806645879,152.2059291785,123.4073625795,20,,Bank
38458,HDFC,2012-03-26 00:00:00,123.6999969482,119.0500030518,123,120.5500030518,1124699,115.283531189,-1229.9935135279,-410.4410949701,-399085.789507194,-207264.231928033,6398816627,6404125110.8085,285955748.640688,286431853.676903,6.4790867906,136.9849009825,152.5336493971,121.4361525678,20,,Bank
38459,HDFC,2012-03-27 00:00:00,123,118.25,121.5500030518,121.5,1098462,116.1920394897,-324.3170906231,-404.6994946803,404696.526315789,-179447.833826041,6399915089,6403933746.18084,285964405.094618,286410606.014071,6.3638143379,136.2475247452,153.2243562695,119.2706932209,17,,Bank
38460,HDFC,2012-03-28 00:00:00,121.5,117,121.5,118.25,1756343,113.0840148926,-352.294511949,-401.2058291648,-780596.888888888,-206772.790874352,6398158746,6403671246.17262,285917424.726305,286388188.682809,6.2395600487,135.3904997573,153.2066659112,117.5743336035,10,,Bank
38461,HDFC,2012-03-29 00:00:00,125.5,116.0999984741,118,124.1999969482,2869127,118.7740859985,507.8198069824,-340.6041200884,2075536.94671924,-103031.439165552,6401027873,6403551092.84659,286061790.873402,286373352.418745,6.4502561472,134.8576186712,153.2531292056,116.4621081368,21,,Bank
38462,HDFC,2012-03-30 00:00:00,130,124.0999984741,124.5,129.5,1405080,123.8425445557,2624.4064065209,-142.9367516477,1166930.90904858,-45305.8778830916,6402432953,6403500268.30811,286121750.039834,286361915.946977,6.4135725058,134.6024939726,152.456181103,116.7488068421,18,,Bank
38463,HDFC,2012-04-02 00:00:00,132.6999969482,128.6000061035,129.3999938965,129.5,773104,123.8425445557,1909.1838129346,-6.1287140089,-433694.031686251,-62959.8848741443,6402432953,6403451753.97592,286121750.039834,286350999.314834,6.2593337284,134.3595180691,151.3492906962,117.3697454421,17,,Bank
38464,HDFC,2012-04-03 00:00:00,132.3999938965,125.0999984741,129.5,129.3999938965,598189,123.7469024658,-2318.6702344362,-160.2981487041,106526.499910641,-55255.9582930176,6401834764,6403378254.43156,286121288.089633,286340557.895507,6.3287111746,134.1233502514,150.0365960106,118.2101044921,17,,Bank
38465,HDFC,2012-04-04 00:00:00,132.25,128.3000030518,129.3999938965,131.6499938965,763340,125.8985977173,789.1328164814,-97.002751025,531436.702322043,-28588.1100832421,6402598104,6403342793.04831,286134561.003706,286331194.400425,6.1701302262,134.0055713773,149.4180490907,118.5930936639,17,,Bank
38466,HDFC,2012-04-09 00:00:00,136.25,129.6499938965,131.0500030518,133.75,1171110,127.906867981,1507.5429391324,9.9669616521,283906.275009363,-14383.81985176,6403769214,6403362175.81884,286153241.886819,286323105.649806,6.198788618,133.9934013117,148.8259320923,119.1608705312,15,,Bank
38467,HDFC,2012-04-10 00:00:00,134.6999969482,131,134.3000030518,131.9499969482,364048,126.185508728,-101.633314584,2.5269432364,-177104.878775002,-21780.2316209983,6403405166,6403364129.91798,286148342.540943,286315161.872131,6.0322025067,133.896096342,147.7099473546,120.0822453295,10,,Bank
38468,HDFC,2012-04-11 00:00:00,133.4499969482,125.4499969482,130.1000061035,127.3499984741,607896,121.7864608765,-4474.4515849802,-295.9382919781,-319145.168106081,-35296.8196430476,6402797270,6403338363.55807,286127150.265558,286306615.890014,6.1633890063,133.584377396,146.9682749365,120.2004798554,19,,Bank
38469,HDFC,2012-04-12 00:00:00,131,127.8000030518,129.6999969482,128.25,567378,122.6471481323,-28.1972862869,-278.0888915986,-407803.867505896,-52228.958182268,6403364648,6403339558.30543,286131160.01092,286298640.622782,5.9958298409,133.3303594247,146.5422925967,120.1184262528,17,,Bank
38470,HDFC,2012-04-13 00:00:00,130.8999938965,128.75,129.8500061035,129.8999938965,573117,124.2250518799,159.4329890956,-248.920766219,39983.3934933499,-48037.4876515581,6403937765,6403366749.51882,286138533.418732,286291363.022598,5.7727741113,133.1670086853,146.305299836,120.0287175345,17,,Bank
38471,HDFC,2012-04-16 00:00:00,130.9499969482,128.6499938965,129.8999938965,128.8999938965,225281,123.2687530518,-25.525271026,-234.0277332062,-176306.934546516,-53867.9170558744,6403712484,6403382464.72251,286136799.153832,286284337.3922,5.5412560406,132.9638175049,145.8339470638,120.0936879459,17,,Bank
38472,HDFC,2012-04-17 00:00:00,130.9499969482,128.6499938965,130,129.6499938965,429108,123.9859848022,0,-218.4258843258,-55971.1037928038,-53963.5164530076,6404141592,6403416970.50785,286139295.903368,286277744.597253,5.325172508,132.8060163807,145.5640409955,120.0479917658,17,,Bank
38473,HDFC,2012-04-18 00:00:00,133.8999938965,129.1999969482,130.75,129.75,594109,124.0816040039,1384.42519124,-111.5691459547,-455061.350958875,-72195.2362032743,6404735701,6403476912.80295,286139754.172006,286271472.305196,5.2834941374,132.6604917911,145.2766311798,120.0443524024,17,,Bank
38474,HDFC,2012-04-19 00:00:00,135.3999938965,129.3999938965,130.3000030518,134.1000061035,845571,128.2415924072,603.1416456722,-63.9217598462,479160.340637207,-47133.6190741615,6405581272,6403572565.49372,286168102.834904,286266773.69291,5.3312611949,132.7290400917,145.5114238627,119.9466563206,12,,Bank
38475,HDFC,2012-04-20 00:00:00,137.1999969482,129.9499969482,134,130.6499938965,1357915,124.9423065186,627.3420740801,-17.8375042512,-1095698.07421455,-94795.6397623611,6404223357,6403602146.92583,286133167.539506,286260700.685937,5.4591771152,132.6300378919,145.2782303006,119.9818454832,19,,Bank
38476,HDFC,2012-04-23 00:00:00,131.6000061035,126.6999969482,130,127.25,671276,121.6908187866,-3230.0451798699,-231.9846826257,-520580.833165698,-114149.512189785,6403552081,6403599871.20192,286115698.466337,286254109.675955,5.4218992512,132.3738456113,144.6582378296,120.0894533931,17,,Bank
38477,HDFC,2012-04-24 00:00:00,130,126.1999969482,128.6999969482,128.6499938965,487818,123.0296707153,-817.9310318674,-271.0477725752,141209.184988574,-102542.298681678,6404039899,6403619872.46547,286121065.399324,286248062.208836,5.3137728379,132.1965193392,144.0986388169,120.2943998615,18,,Bank
38478,HDFC,2012-04-25 00:00:00,131.9499969482,127.6500015259,130,129.6499938965,939012,123.9859848022,778.47732496,-201.0794327395,-65514.8673566306,-100859.233621448,6404978911,6403681646.94432,286128364.365858,286242621.397791,5.2461876769,132.0752562229,143.2596834925,120.8908289532,20,,Bank
38479,HDFC,2012-04-26 00:00:00,131.5,124.0500030518,130.1000061035,124.5999984741,1267245,119.1566085815,-1190.4743572475,-267.0390943734,-1080136.48066638,-145371.835759855,6403711666,6403683011.44685,286079003.920426,286235184.239729,5.393108295,131.7192915682,141.2360181252,122.2025650112,24,,Bank
38480,HDFC,2012-04-27 00:00:00,127.3499984741,124.6999969482,125,126.3499984741,383798,120.8301544189,-1208.3212469168,-329.7912378763,94139.2988619237,-134484.966004319,6404095464,6403701759.29017,286084394.34184,286228330.153462,5.2169010753,131.4636109447,140.0775790719,122.8496428174,22,,Bank
38481,HDFC,2012-04-30 00:00:00,128.5,125,126.9000015259,127.8000030518,892604,122.2168121338,284.2814967067,-288.8530555707,535563.956577838,-104028.196796039,6404988068,6403760227.86789,286094637.950084,286222253.235126,5.1024410036,131.289153426,137.7345114418,124.8437954101,12,,Bank
38482,HDFC,2012-05-02 00:00:00,128.8999938965,125.5,128.8999938965,126.0500030518,591736,120.5432662964,258.5590326531,-252.3589163558,-400290.594070608,-117494.669399429,6404396332,6403789141.69208,286086535.149026,286216084.231213,4.9889445298,131.0396700748,136.5591434681,125.5201966815,28,,Bank
38483,HDFC,2012-05-03 00:00:00,127.5,124.4499969482,126.5500030518,124.9499969482,626023,119.4913101196,-596.8229736716,-275.3231868435,-420769.762748579,-131279.900915299,6403770309,6403788285.66062,286081072.006588,286209947.311912,4.8596817646,130.7496856402,136.332854208,125.1665170724,23,,Bank
38484,HDFC,2012-05-04 00:00:00,125.8000030518,122.5,124.9000015259,124.0999984741,1173453,118.6784515381,-513.2285228848,-291.1835425796,-35561.3192921729,-126929.056296066,6402596856,6403734129.76695,286073089.347254,286203726.495336,4.7557031838,130.4330338704,136.2322960279,124.6337717129,20,,Bank
38485,HDFC,2012-05-07 00:00:00,129,121,122.6999969482,127.6999969482,564358,122.1211624146,1204.9067777844,-191.4441878887,380941.219429018,-103844.043763108,6403161214,6403708088.14118,286089460.724883,286198532.596679,4.9719896382,130.302889255,136.609277918,123.9965005921,20,,Bank
38486,HDFC,2012-05-08 00:00:00,128.9499969482,121.6500015259,127.1500015259,123.0500030518,339686,117.6743240356,644.711014659,-135.7005077188,-209395.255744782,-108641.826125911,6402821528,6403667789.95295,286077091.595169,286193012.551156,5.1271900238,129.9575137216,135.9944709928,123.9205564503,20,,Bank
38487,HDFC,2012-05-09 00:00:00,125.25,120.1999969482,122.9499969482,122.8499984741,1961492,117.4830551147,-662.9525744241,-170.8506454992,97103.5056759587,-99289.7655894629,6400860036,6403540164.77327,286073903.400377,286187598.498848,5.1220442257,129.6190606145,135.8123622748,123.4257589543,19,,Bank
38488,HDFC,2012-05-10 00:00:00,126.3000030518,118.9000015259,120,125.0500030518,1266715,119.5869445801,-73.021315921,-164.328690194,838770.831485266,-56650.6475406116,6402126751,6403475918.69267,286096587.802763,286183461.649026,5.2739080457,129.4014864449,135.9642752764,122.8386976134,11,,Bank
38489,HDFC,2012-05-11 00:00:00,126.4000015259,119.3499984741,123,121.5,2334822,116.1920394897,83.0356533842,-147.8377339554,-910745.775975101,-95473.1533785429,6399791929,6403308464.61573,286030305.315574,286176499.997505,5.3923143794,129.0252251856,135.4084312694,122.6420191018,23,,Bank
38490,HDFC,2012-05-14 00:00:00,121.9499969482,114.1999969482,121.4499969482,114.9000015259,1957717,109.8803634644,-1900.1737049391,-264.660132021,-1604062.58407298,-164045.40022829,6397834212,6403059634.95138,285923960.219172,286165020.916672,5.5494934208,128.3525954875,134.9507360891,121.7544548859,21,,Bank
38491,HDFC,2012-05-15 00:00:00,115.4499969482,112.25,114,114.6999969482,921396,109.6891098022,-1467.3367611229,-344.8385739611,489491.213103499,-134339.19053139,6396912816,6402780234.08995,285922356.360031,286153990.709552,5.3928603226,127.7024717476,136.1081966569,119.2967468382,18,,Bank
38492,HDFC,2012-05-16 00:00:00,114,109.8000030518,114,111,2319699,106.1507415771,-353.0622391827,-345.3868183092,-994159.122164849,-173421.914696547,6394593117,6402408092.40404,285847527.419759,286140060.560016,5.3600025609,126.9071159501,136.5894972123,117.2247346878,17,,Bank
38493,HDFC,2012-05-17 00:00:00,116,109.0999984741,109.0999984741,113.8000030518,1943986,108.8284225464,230.7107766708,-306.9803119772,704344.747346566,-133523.430058224,6396537103,6402141229.24931,285896564.95789,286128992.578101,5.4626691585,126.2829677168,137.8393978579,114.7265375757,18,,Bank
38494,HDFC,2012-05-18 00:00:00,113.4000015259,109.75,111.0500030518,111.6999969482,1538120,106.8201675415,-231.3698487941,-301.9396144317,105347.425843373,-122665.663880879,6394998983,6401816581.69253,285868181.290919,286117137.519593,5.3684914181,125.5885405373,137.8847541445,113.2923269302,12,,Bank
38495,HDFC,2012-05-21 00:00:00,113.75,109.5,111.6999969482,112.5999984741,1491072,107.6808547974,14.2512740838,-280.860221864,684137.846966911,-85992.7770241613,6396490055,6401574466.84287,285880195.320568,286106367.419637,5.2939253235,124.9700385343,137.7408192247,112.1992578439,10,,Bank
38496,HDFC,2012-05-22 00:00:00,113.9000015259,111.3000030518,113.0999984741,111.75,388799,106.867980957,652.0089977578,-218.6689405559,-254215.56449336,-93639.2673636703,6396101256,6401325684.53183,285877260.342227,286095953.461573,5.1143302003,124.3405128898,137.5098277563,111.1711980234,9,,Bank
38497,HDFC,2012-05-23 00:00:00,112.0500030518,109.8000030518,112,110.25,1245523,105.4335021973,-302.5835960786,-224.2632509241,-747317.178697358,-123351.899697019,6394855733,6401031595.82583,285860541.912697,286085252.936624,4.9233748536,123.6695360856,137.3826571941,109.956414977,20,,Bank
38498,HDFC,2012-05-24 00:00:00,112.6999969482,109.8000030518,111.4499969482,112,1116442,107.1070632935,84.4189994893,-203.6844342298,577471.215380886,-91496.303557115,6395972175,6400801622.15193,285878263.214284,286075844.312881,4.7884827898,123.113843891,137.4314730749,108.7962147071,17,,Bank
38499,HDFC,2012-05-25 00:00:00,115.4499969482,112,112,113.8000030518,1089233,108.8284225464,783.9220059089,-137.8440048872,47360.8889159037,-85184.6129901596,6397061408,6400631612.41775,285895768.774321,286067659.061129,4.6992504003,122.6703276606,137.1109909603,108.2296643608,17,,Bank
38500,HDFC,2012-05-28 00:00:00,115.75,114.0999984741,114.8499984741,114.9000015259,501829,109.8803634644,394.557327278,-102.3505827429,-15205.533095358,-82003.7457222141,6397563237,6400492140.80785,285900619.487145,286060066.35322,4.5159668369,122.3003121303,136.8811474022,107.7194768585,16,,Bank
38501,HDFC,2012-05-29 00:00:00,122.25,114.75,115.9000015259,118.3000030518,1379146,113.1318359375,1944.1383089278,34.0820100352,-73553.3309814505,-81619.6359612703,6398942383,6400421697.27113,285941429.743387,286054673.780046,4.7149023811,122.1098212218,136.7455495307,107.474092913,16,,Bank
38502,HDFC,2012-05-30 00:00:00,120.8000030518,117.3000030518,119,119,1778680,113.8012542725,108.22692565,39.0250044095,-50822.5303431775,-80219.7675240842,6400721063,6400435304.80426,285951954.430959,286050004.718724,4.633908889,121.961734497,136.2988038021,107.6246651919,8,,Bank
38503,HDFC,2012-05-31 00:00:00,125.9000015259,117.1500015259,118.3499984741,123.4499969482,3592822,118.0568466187,602.7639735161,76.6076023499,1580837.9207694,-4717.1453289257,6404313885,6400611603.90407,286086307.766552,286051654.857262,4.9083149631,122.0326041375,136.405230035,107.65997824,16,,Bank
38504,HDFC,2012-06-01 00:00:00,126.25,122.6500015259,124,125.3499984741,1088955,119.8738327026,966.9814446165,135.965858501,544476.346101271,20246.1951906287,6405402840,6400829387.36298,286103067.719673,286053991.805553,4.8210938638,122.1905752964,136.7276796591,107.6534709338,17,,Bank
38505,HDFC,2012-06-04 00:00:00,124.5,120.1999969482,124.4499969482,123.75,870476,118.3437347412,-1037.3653323719,57.7437791095,566821.796902112,45090.5407229689,6404532364,6400997704.48284,286091956.748084,286055717.484759,4.8430210413,122.2648336156,136.9438318344,107.5858353968,15,,Bank
38506,HDFC,2012-06-05 00:00:00,125.1999969482,121.5999984741,124.6999969482,122.8499984741,664310,117.4830551147,569.010800868,91.8282472267,-202983.415575417,33814.451800315,6403868054,6401128174.91544,286087125.394438,286057145.117017,4.7601528701,122.2926986089,136.8234052149,107.7619920028,17,,Bank
38507,HDFC,2012-06-06 00:00:00,126,122.0999984741,122.0999984741,124.1500015259,1330789,118.7262649536,190.4890213814,98.4056321704,68247.1250594212,35379.5733120925,6405198843,6401313205.28292,286101207.850952,286059147.96856,4.7028094472,122.3811416049,137.0351900057,107.7270932042,17,,Bank
38508,HDFC,2012-06-07 00:00:00,127.4499969482,123.1500015259,124.8499984741,125.0999984741,745015,119.6347579956,721.4612159425,139.9426710885,-69304.0590817415,30621.2263851001,6405943858,6401523689.49733,286106908.712552,286061318.911468,4.6759551789,122.5106109797,137.3670895157,107.6541324436,17,,Bank
38509,HDFC,2012-06-08 00:00:00,126.5500030518,123.75,124.25,124.8000030518,540939,119.3478622437,-77.6416655233,125.4370486477,-135234.013029905,23082.3518662362,6405402919,6401700018.11109,286105611.516503,286063332.211697,4.5508917037,122.6196296498,137.633235398,107.6060239015,12,,Bank
38510,HDFC,2012-06-11 00:00:00,126.8000030518,122.5,125.5,123.6500015259,1050332,118.2481002808,-204.6973267385,103.4280902886,-488526.164915453,-172.5807147497,6404352587,6401820589.42422,286095932.963834,286064814.064067,4.5341657936,122.6686949772,137.7737920463,107.5635979081,22,,Bank
38511,HDFC,2012-06-12 00:00:00,124.8499984741,120.6500015259,124.3000030518,122.5500030518,1474970,117.1961593628,-541.0279944912,60.4643513033,-140471.291948086,-6549.7948617196,6402877617,6401868636.13221,286082811.534563,286065632.130908,4.5118878706,122.6630429807,137.3622963671,107.9637895944,26,,Bank
38512,HDFC,2012-06-13 00:00:00,125.3499984741,119.3499984741,122.5500030518,120.8000030518,1683780,115.5226135254,-142.5369796098,46.9309292425,-869950.430755623,-45795.2783114424,6401193837,6401837963.44438,286058767.349115,286065320.095372,4.6110953459,122.5743267937,136.7263276919,108.4223258954,16,,Bank
38513,HDFC,2012-06-14 00:00:00,121.3000030518,114,119.1999969482,114.5,1264900,109.4978408813,-2712.4667614373,-137.0289168029,-1091626.09983424,-93333.0429261152,6399928937,6401751189.51509,285992799.851939,286062023.72067,4.7903558596,122.1898350416,134.9520651801,109.4276049031,13,,Bank
38514,HDFC,2012-06-15 00:00:00,116.5,113,115,114.75,1147454,109.7369232178,-884.5675156107,-186.8648233901,0,-89090.6318840191,6401076391,6401720516.85532,285995305.210018,286058991.061095,4.7043321356,121.8355571825,134.1404990944,109.5306152705,24,,Bank
38515,HDFC,2012-06-18 00:00:00,118.5,112.4499969482,114.9499969482,115.1999969482,1281993,110.1672668457,342.1425063126,-151.5976680765,-116545.406060129,-90338.5761647514,6402358384,6401749510.81644,286000332.599453,286056324.767384,4.79404353,121.5195781237,133.0921057844,109.947050463,18,,Bank
38516,HDFC,2012-06-19 00:00:00,115.9000015259,113.3000030518,115.1999969482,114.9499969482,891747,109.9281845093,-255.1159405806,-158.4988862435,240082.208250328,-75319.4496004296,6401466637,6401736652.91569,285998397.384558,286053691.704528,4.6477738596,121.2067409249,132.170197787,110.2432840627,12,,Bank
38517,HDFC,2012-06-20 00:00:00,117.8000030518,115.8000030518,116,117.4499969482,659167,112.3189620972,667.5093756027,-103.4316687871,428454.526763934,-52420.6324929584,6402125804,6401754341.60134,286012733.335351,286051829.960475,4.5279226759,121.0278483545,131.3914386414,110.6642580677,24,,Bank
38518,HDFC,2012-06-21 00:00:00,118.1500015259,115.8000030518,117.25,117.5500030518,690964,112.414604187,59.5179980527,-92.5683576644,338131.987351423,-34668.2406818501,6402816768,6401802633.71037,286013321.676084,286050079.583912,4.3827277291,120.8622366735,130.0765405352,111.6479328117,21,,Bank
38519,HDFC,2012-06-22 00:00:00,118.8499984741,115.8000030518,115.8000030518,117.8499984741,486749,112.7014923096,219.3109269672,-71.7764053556,167568.848822696,-25475.6457043707,6403303517,6401870855.67808,286014563.891891,286048465.234274,4.2938789087,120.7187967592,129.1034171475,112.3341763709,20,,Bank
38520,HDFC,2012-06-25 00:00:00,119.25,116.3499984741,118,116.6999969482,346396,111.6017227173,397.6651865903,-40.4802992259,-262783.580930729,-36262.3700328416,6402957121,6401920231.37453,286011183.69729,286046770.618957,4.2009537498,120.5274253396,128.3689077991,112.6859428802,18,,Bank
38521,HDFC,2012-06-26 00:00:00,118.5,116.25,117.9000015259,118.0500030518,436613,112.8927536011,-219.0150736204,-52.3826175189,261968.984388557,-22706.3993773234,6403393734,6401987208.7666,286016234.513317,286045382.614155,4.0708901665,120.4094528497,128.0101380661,112.8087676333,18,,Bank
38522,HDFC,2012-06-27 00:00:00,118.8000030518,117.5999984741,118.8000030518,118.4000015259,432947,113.2274551392,228.6664862168,-33.6460106032,144315.666666673,-15114.4872844145,6403826681,6402070821.14084,286017518.128611,286044116.04663,3.8794977939,120.3137646915,127.9171074825,112.7104219004,17,,Bank
38523,HDFC,2012-06-28 00:00:00,120.6500015259,117.8499984741,118.4499969482,119.4499969482,396097,114.231590271,742.2427001752,18.0799034487,56584.3606192922,-11855.4487433369,6404222778,6402168637.36171,286021030.797795,286043066.717138,3.8075314778,120.2726328942,127.89707275,112.6481930384,10,,Bank
38524,HDFC,2012-06-29 00:00:00,122.9499969482,119.5999984741,119.6500015259,121.1500015259,916783,115.8573226929,739.9503745769,66.2046015239,-68414.5850427396,-14426.3185751279,6405139561,6402303679.34527,286034078.393748,286042658.156984,3.7870293792,120.3144123528,127.8232296178,112.8055950878,20,,Bank
38525,HDFC,2012-07-02 00:00:00,125.75,121,121.4499969482,124.75,999891,119.3000564575,997.6098266598,128.2982831997,578884.263157894,12542.3442309185,6406139452,6402478032.64776,286063790.370875,286043618.712161,3.8512274206,120.5256308122,127.7848854782,113.2663761462,18,,Bank
38526,HDFC,2012-07-03 00:00:00,126.9000015259,123.5999984741,125.5999984741,124.0500030518,737421,118.6306228638,839.0737071559,175.6833114634,-536304.321960157,-12405.2315050394,6405402031,6402610941.66377,286059652.555648,286044347.523228,3.8144791294,120.6934580617,128.1341610878,113.2527550356,18,,Bank
38527,HDFC,2012-07-04 00:00:00,125.4000015259,122.5,124.8499984741,124.5999984741,410302,119.1566085815,-918.8353386328,102.715401457,183927.738322428,-3481.0056037909,6405812333,6402756459.45178,286061471.694835,286045125.894665,3.7535139558,120.8794837956,128.5061763936,113.2527911976,17,,Bank
38528,HDFC,2012-07-05 00:00:00,126.5,123.3000030518,124.9000015259,123.9499969482,860385,118.5350036621,353.3301419985,119.4230508264,-510856.54252198,-26543.5300091632,6404951948,6402856254.38579,286056983.319477,286045664.86852,3.716612822,121.0256987077,128.779813157,113.2715842583,17,,Bank
